id,popularity,explicit,availability,track_number,release_date,num_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3frNwkGPDpxdFPZf5TzsgG,11,False,79,3,1984-05,1,0.641,0.768,2.0,-7.762,1.0,0.0446,0.138,0.000207,0.463,0.832,99.624,229907.0,4.0
2frTh2WFWnDhKY5bnWR1T1,2,False,2,5,2007-11-01,1,0.485,0.869,7.0,-4.235,1.0,0.0404,0.0167,0.0,0.136,0.335,117.919,250293.0,4.0
49c0PY7FHQTJKXVkZnC5UJ,9,False,79,13,2001-08-06,1,0.308,0.0529,3.0,-18.127,1.0,0.035,0.961,0.00493,0.157,0.221,78.92,198267.0,4.0
5eFyTdEnQLiseRgQs7euvZ,0,False,78,17,2017-09-29,1,0.68,0.439,9.0,-7.717,1.0,0.0377,0.926,0.0,0.0703,0.802,90.67,156813.0,4.0
3X6wruoQT9mjsnzkrPzMwK,40,False,79,4,2019-07-19,2,0.637,0.371,9.0,-9.253,0.0,0.0339,0.855,2e-06,0.245,0.248,107.859,192907.0,4.0
2UAWYufVaO3EnUUNzl0ppO,69,True,79,1,2019-10-04,1,0.602,0.751,1.0,-4.358,1.0,0.327,0.173,0.0,0.667,0.934,163.874,196745.0,4.0
21yo11TFsfpDtuYyCbqhZS,46,False,76,1,2016-08-05,1,0.376,0.391,9.0,-7.907,0.0,0.0313,0.756,2.11e-06,0.147,0.124,98.911,83400.0,4.0
2j2kdEwGtEBLXdLPNIskI8,3,False,69,9,2009-06-23,1,0.4,0.711,3.0,-7.369,1.0,0.0544,0.497,0.00189,0.0365,0.652,124.259,145333.0,4.0
622ZMEonJJbTOKAxX1RhDB,8,False,79,15,2003-04-01,1,0.377,0.162,2.0,-17.469,1.0,0.0533,0.872,0.000579,0.45,0.229,79.17,206467.0,4.0
4ossWRE82NssSUXLDunUMJ,13,False,79,5,2014-07-18,1,0.143,0.29,6.0,-13.158,1.0,0.0335,0.842,5.64e-06,0.471,0.142,90.33,187960.0,5.0
5kAXNsVWMpWcarIKtQJ0nr,2,False,8,10,2019-11-29,1,0.67,0.657,0.0,-7.876,0.0,0.027,0.639,0.0,0.0991,0.479,124.998,223396.0,4.0
2hFYlZNvrLF8yOD73c0UGW,2,False,10,1,2016-12-02,1,0.579,0.419,5.0,-10.882,1.0,0.599,0.216,0.0,0.234,0.272,76.592,46107.0,4.0
5cT9Vf9ezjfqOwl4CH82XW,38,False,74,2,2015-11-06,1,0.581,0.855,0.0,-5.239,1.0,0.0461,0.0016,0.000174,0.284,0.702,122.013,226057.0,4.0
3yZ3pNcM8NSlZ0mK04FANY,8,False,79,21,2017-12-08,1,0.436,0.322,5.0,-13.667,1.0,0.0343,0.113,0.0188,0.388,0.342,121.749,133572.0,4.0
4YwGqn5HGXVAOEPauLc9MJ,66,False,79,1,2019-07-26,1,0.613,0.36,8.0,-12.49,1.0,0.062,0.892,0.293,0.381,0.445,77.983,184453.0,4.0
5DHJLxdQFGFby81pQ0N9aB,29,False,79,21,2019-12-06,1,0.78,0.527,9.0,-4.702,0.0,0.0296,0.0563,0.000412,0.0437,0.588,99.986,136357.0,4.0
72rUH6aOBNcYtISYedUjAR,7,False,1,13,2014-01-01,1,0.587,0.817,1.0,-3.956,1.0,0.0331,0.675,0.0,0.252,0.961,87.903,179933.0,3.0
4wBrEzyp5x3oSAzVjBixPv,20,False,2,10,2012-01-01,1,0.431,0.272,9.0,-12.311,1.0,0.0363,0.97,0.0,0.123,0.28,130.361,206400.0,3.0
3kCJZLj3fMU5xF5Om0OVa7,4,False,75,8,2010-01-01,2,0.686,0.133,2.0,-16.516,1.0,0.0459,0.883,0.00556,0.113,0.549,110.636,147427.0,4.0
3UoHM7gN18KaWcKBocdjQg,14,False,79,4,1955,1,0.808,0.247,8.0,-10.86,1.0,0.0535,0.806,5.06e-06,0.097,0.856,117.54,142160.0,4.0
5VAd82Nigp6Qdbl2zln1cl,42,False,77,4,2011-12-09,1,0.646,0.65,2.0,-6.491,1.0,0.0278,0.14,9.65e-06,0.0999,0.52,100.05,199133.0,4.0
4kVaLCOXbbv6aK6pmNFTF4,0,False,1,11,2013-01-01,4,0.389,0.379,5.0,-13.27,1.0,0.0479,0.953,0.692,0.315,0.725,72.989,187254.0,4.0
7jeXaursiT5zvDlcjOa8qW,14,False,1,4,2016-03-18,1,0.741,0.714,5.0,-4.739,0.0,0.0476,0.0403,1.58e-05,0.127,0.799,118.036,216947.0,4.0
5kSHzapnMDYyEIDo3W6LQH,31,False,78,1,2019-03-05,1,0.571,0.121,4.0,-12.958,1.0,0.0803,0.968,0.000665,0.303,0.437,74.308,162733.0,4.0
15luboGc4LejBhmgiJb8vn,27,False,16,6,2019-11-15,4,0.541,0.468,10.0,-4.039,0.0,0.362,0.404,3.65e-06,0.358,0.69,95.266,158027.0,4.0
5WLUaYou0GTWgTfRDhf178,50,False,79,10,2016-06-17,2,0.422,0.552,2.0,-5.62,1.0,0.0297,0.685,7e-06,0.12,0.246,85.34,195533.0,4.0
1K07wNeLTwpcXe39vhJDQK,21,False,21,4,2013-01-01,1,0.696,0.738,8.0,-6.829,1.0,0.0359,0.123,3.18e-06,0.366,0.132,128.035,297920.0,4.0
3XXGqZX50zbGqSOup74UH2,67,False,79,1,2018-06-08,1,0.627,0.715,1.0,-5.019,1.0,0.0329,0.127,0.0,0.0768,0.481,115.005,229283.0,4.0
4lEkFPEbw4yHptt2H2fHY1,12,False,40,5,2017-12-13,1,0.487,0.595,7.0,-6.204,1.0,0.0859,0.315,0.0,0.175,0.61,169.881,206144.0,4.0
35shf0s3k2dFVcGP06vI3Z,0,False,1,5,2007-01-01,1,0.689,0.718,1.0,-7.417,1.0,0.203,0.0434,0.0,0.887,0.572,91.946,195120.0,4.0
3ZvWnDCBdTligoLIoHUb1l,32,False,79,3,2015-03-09,1,0.613,0.765,0.0,-5.874,1.0,0.436,0.473,0.0,0.115,0.398,77.879,252891.0,4.0
6j72nKKRKnGTq7HBMyuvfB,47,False,77,6,1995-11-06,1,0.449,0.908,8.0,-6.131,1.0,0.0853,0.0833,0.0,0.0971,0.495,139.083,289813.0,4.0
1zl4ZNIslhXdXfWfwupNQ1,2,False,1,42,2020-02-19,1,0.762,0.466,10.0,-14.33,0.0,0.0978,0.00893,4.54e-06,0.0509,0.833,96.003,329267.0,4.0
2KwNlkrHQkrK2fHYdZJrRz,0,False,1,33,2019-12-20,1,0.58,0.575,0.0,-11.518,0.0,0.0468,0.032,2.27e-05,0.641,0.364,128.689,175747.0,4.0
2jvgg2Fdf2nSlDIHKb1XDq,0,True,12,7,2015-05-15,1,0.618,0.837,6.0,-6.142,0.0,0.0515,0.032,0.0,0.0475,0.434,126.082,219493.0,4.0
30eI6UMf0ncnZQRpLOcScJ,19,False,79,12,1994-03-22,1,0.386,0.0412,11.0,-22.219,0.0,0.0466,0.961,9.3e-06,0.916,0.271,135.089,169867.0,3.0
0YUHemi1jTXIVXSl7CKEeE,3,False,3,17,2019-11-15,1,0.49,0.396,0.0,-12.609,1.0,0.0763,0.828,0.000155,0.0858,0.728,201.698,182653.0,4.0
5fz1k7I2xpEsAhJ7SMjxcG,3,False,77,5,2010,1,0.574,0.778,5.0,-5.648,0.0,0.172,0.416,0.000177,0.282,0.83,103.478,239533.0,4.0
2bCED9bbSXgfI0siPiFtsL,0,True,79,6,2020-01-14,3,0.601,0.427,0.0,-14.768,1.0,0.573,0.737,0.0,0.856,0.928,89.923,535835.0,4.0
6qXoj75COFu1AYRlp9IZ7J,17,False,1,4,2016-08-05,2,0.586,0.934,5.0,-3.553,0.0,0.169,0.0558,0.0,0.126,0.345,125.854,206667.0,4.0
7E6VWbPT5jM3UFWIAkelBb,2,False,11,16,2001-01-01,1,0.248,0.549,5.0,-4.936,0.0,0.0331,0.664,0.00151,0.748,0.207,86.405,150627.0,3.0
4GjWnMNMN2EO76juYs9iWK,67,False,79,1,2019-06-26,1,0.522,0.716,1.0,-4.146,1.0,0.279,0.0611,7.54e-06,0.145,0.757,149.929,148293.0,4.0
5OI4ZOBm2XUuBiVKk6ugqK,26,False,3,24,2013,2,0.669,0.747,6.0,-7.108,1.0,0.0428,0.141,0.0,0.185,0.483,122.531,242440.0,4.0
7w5bxMqxxg5FV7Y6VQYJic,18,False,79,7,2019-06-06,1,0.835,0.502,4.0,-4.998,1.0,0.41,0.00186,0.0,0.656,0.639,79.058,157052.0,4.0
4E1KYOLQc9Eylrfu2C0dIq,14,False,2,14,2019-11-22,1,0.702,0.874,5.0,-7.645,0.0,0.0653,0.2,0.00193,0.701,0.678,136.298,211619.0,4.0
4nAR2gfX6f5kTbloGnp8FZ,44,False,79,6,2019-12-13,1,0.504,0.604,3.0,-5.256,1.0,0.0258,0.474,0.0,0.336,0.163,86.147,254707.0,4.0
51sjJAxFjXdHi7AAVVb4j7,34,False,78,2,2015-07-14,3,0.689,0.592,1.0,-5.567,0.0,0.126,0.332,0.0,0.188,0.727,170.069,173573.0,4.0
6fdVBAXMxv5vAABQCpOtI5,47,False,79,3,2017-09-29,2,0.572,0.586,6.0,-6.665,1.0,0.0441,0.0789,0.0,0.0736,0.651,108.033,265373.0,4.0
2geNX50eHLsbh265sXkSuz,4,True,1,28,2019-12-27,2,0.608,0.825,3.0,-5.639,1.0,0.0437,0.00796,0.0,0.0835,0.512,128.031,243813.0,4.0
1RaaUewf8AZaAhJ7PkB7cg,24,False,76,3,1973,1,0.338,0.388,5.0,-10.87,0.0,0.0368,0.811,0.0,0.105,0.571,148.729,190773.0,4.0
4KatCOdMMkaI5IQrDqCFgQ,7,False,4,20,2016-08-19,1,0.742,0.794,7.0,-7.742,1.0,0.0488,0.339,5.41e-05,0.462,0.967,104.794,110173.0,4.0
2nUYA5xoOp0d3dNwG9bRep,1,False,2,4,2010-01-01,1,0.638,0.832,8.0,-5.039,1.0,0.049,0.141,0.0,0.113,0.648,124.071,227893.0,4.0
2Xd6Dy0x0MkfcGQ7Sqdkqi,46,False,70,10,2015-01-09,1,0.336,0.515,3.0,-8.404,1.0,0.0438,0.447,0.0,0.338,0.27,185.454,198493.0,3.0
7mECiB3QsM53NC7rs11VEC,1,False,1,1,2019-12-08,2,0.565,0.639,4.0,-6.599,1.0,0.0301,0.385,0.0,0.105,0.427,90.981,201920.0,4.0
1KTvD0VZkvtO5YWQPJ41GK,56,True,79,14,2019-08-23,1,0.776,0.72,0.0,-5.794,1.0,0.0539,0.106,3.21e-06,0.134,0.799,83.988,178090.0,4.0
4CSFlEKFngDocYxrKHaOh5,23,False,76,6,2008-03-22,1,0.27,0.679,4.0,-4.205,1.0,0.0356,0.0225,0.0,0.088,0.113,118.71,313400.0,4.0
6Km34cMoXe5xKXxho1BPjK,1,False,3,43,2019-11-08,2,0.708,0.267,1.0,-18.172,1.0,0.938,0.765,0.0,0.121,0.593,109.806,176031.0,5.0
5mTmB6IgMzomkJvOkQ8WDV,53,True,78,1,2018-12-12,1,0.72,0.655,5.0,-3.994,1.0,0.0248,0.383,0.0,0.156,0.468,104.977,210451.0,4.0
6zpXc7WJ3TqYWb02B6sKyF,53,True,79,14,2017-02-03,3,0.366,0.639,10.0,-7.98,0.0,0.101,0.269,0.0,0.29,0.168,83.339,292520.0,5.0
0KLgicGga3iTH07uAexz47,0,False,1,12,2013-01-01,4,0.279,0.305,5.0,-13.799,0.0,0.043,0.982,0.0195,0.184,0.14,71.333,105227.0,4.0
4H8hStbwDdgicYi4x0rWs1,9,False,78,10,1993-11-01,1,0.26,0.148,7.0,-20.597,1.0,0.0327,0.74,0.871,0.114,0.152,113.73,234867.0,4.0
2pJdxduxq02TgPL01Ezvmc,31,False,37,6,2011-01-01,1,0.559,0.722,7.0,-4.446,1.0,0.0527,0.0221,0.0,0.101,0.383,124.923,198627.0,4.0
22vT1wZNxPzRuib3BAsTsi,31,False,78,3,2017-10-06,1,0.675,0.855,9.0,-5.28,1.0,0.053,0.0881,0.0,0.0807,0.821,122.983,170200.0,4.0
